Pig,Evit,Cu,Litter,Start,Weight,Feed,Time
6056,Evit200,Cu175,16,32.5,63.0,53.200001,5
6056,Evit200,Cu175,16,32.5,70.09998,69.0,6
6056,Evit200,Cu175,16,32.5,76.59998,89.0,7
6056,Evit200,Cu175,16,32.5,86.19995,105.900002,8
6056,Evit200,Cu175,16,32.5,95.79999,127.0,9
6056,Evit200,Cu175,16,32.5,101.39996,151.200005,10
6056,Evit200,Cu175,16,32.5,112.29999,174.5,11
6056,Evit200,Cu175,16,32.5,112.0,191.400002,12
6057,Evit100,Cu175,16,27.0,27.0,,1
6057,Evit100,Cu175,16,27.0,32.39999,7.800001,2
6057,Evit100,Cu175,16,27.0,38.19998,17.0,3
6057,Evit100,Cu175,16,27.0,44.69998,30.100006,4
6057,Evit100,Cu175,16,27.0,53.19998,44.800003,5
6057,Evit100,Cu175,16,27.0,62.39999,60.0,6
6057,Evit100,Cu175,16,27.0,70.5,80.0,7
6057,Evit100,Cu175,16,27.0,72.79999,91.800003,8
6057,Evit100,Cu175,16,27.0,86.59998,111.100006,9
6057,Evit100,Cu175,16,27.0,93.29999,131.800003,10
6057,Evit100,Cu175,16,27.0,103.0,147.800003,11
6057,Evit100,Cu175,16,27.0,104.19995,165.400002,12
6058,Evit100,Cu000,16,27.39999,27.39999,,1
6058,Evit100,Cu000,16,27.39999,32.19998,8.1,2
6058,Evit100,Cu000,16,27.39999,37.89999,18.3,3
6058,Evit100,Cu000,16,27.39999,45.89999,29.900002,4
6058,Evit100,Cu000,16,27.39999,51.19998,44.100002,5
6058,Evit100,Cu000,16,27.39999,57.09998,58.3,6
6058,Evit100,Cu000,16,27.39999,69.0,77.5,7
6058,Evit100,Cu000,16,27.39999,76.79999,91.5,8
6058,Evit100,Cu000,16,27.39999,83.09998,104.800003,9
6058,Evit100,Cu000,16,27.39999,91.59998,124.0,10
6058,Evit100,Cu000,16,27.39999,100.5,148.6,11
6058,Evit100,Cu000,16,27.39999,105.29999,166.900002,12
6207,Evit200,Cu000,17,27.09999,27.09999,,1
6207,Evit200,Cu000,17,27.09999,30.29999,5.800003,2
6207,Evit200,Cu000,17,27.09999,38.19998,17.0,3
6207,Evit200,Cu000,17,27.09999,43.19998,30.0,4
6207,Evit200,Cu000,17,27.09999,52.5,45.0,5
6207,Evit200,Cu000,17,27.09999,59.0,57.200001,6
6207,Evit200,Cu000,17,27.09999,67.29999,72.100002,7
6207,Evit200,Cu000,17,27.09999,74.19995,90.0,8
6207,Evit200,Cu000,17,27.09999,81.19995,103.200001,9
6207,Evit200,Cu000,17,27.09999,87.5,119.5,10
6207,Evit200,Cu000,17,27.09999,94.39996,135.200001,11
6207,Evit200,Cu000,17,27.09999,101.39996,153.800003,12
6208,Evit000,Cu035,17,26.79999,26.79999,,1
6208,Evit000,Cu035,17,26.79999,31.09999,6.1,2
6208,Evit000,Cu035,17,26.79999,37.79999,14.900002,3
6208,Evit000,Cu035,17,26.79999,44.59998,28.5,4
6208,Evit000,Cu035,17,26.79999,50.5,40.5,5
6208,Evit000,Cu035,17,26.79999,58.29999,55.200001,6
6208,Evit000,Cu035,17,26.79999,68.29999,73.700001,7
6208,Evit000,Cu035,17,26.79999,75.09998,92.5,8
6208,Evit000,Cu035,17,26.79999,84.39996,111.200005,9
6208,Evit000,Cu035,17,26.79999,87.29999,129.0,10
6208,Evit000,Cu035,17,26.79999,96.39996,145.800003,11
6208,Evit000,Cu035,17,26.79999,104.39996,165.5,12
6211,Evit100,Cu000,17,24.5,24.5,,1
6211,Evit100,Cu000,17,24.5,31.59999,8.1,2
6211,Evit100,Cu000,17,24.5,37.39999,18.1,3
6211,Evit100,Cu000,17,24.5,46.39999,30.100006,4
6211,Evit100,Cu000,17,24.5,53.59998,48.1,5
6211,Evit100,Cu000,17,24.5,61.19998,62.600002,6
6211,Evit100,Cu000,17,24.5,70.09998,76.400002,7
6211,Evit100,Cu000,17,24.5,77.5,96.200001,8
6211,Evit100,Cu000,17,24.5,86.19995,114.600002,9
6211,Evit100,Cu000,17,24.5,89.19995,129.800003,10
6211,Evit100,Cu000,17,24.5,96.89996,146.5,11
6211,Evit100,Cu000,17,24.5,104.5,168.3,12
6284,Evit100,Cu000,18,23.09999,23.09999,,1
6284,Evit100,Cu000,18,23.09999,26.0,5.900002,2
6284,Evit100,Cu000,18,23.09999,30.09999,17.6,3
6284,Evit100,Cu000,18,23.09999,40.69998,30.600006,4
6284,Evit100,Cu000,18,23.09999,46.59998,41.400002,5
6284,Evit100,Cu000,18,23.09999,52.09998,53.400002,6
6284,Evit100,Cu000,18,23.09999,60.5,69.2,7
6284,Evit100,Cu000,18,23.09999,73.5,90.0,8
6284,Evit100,Cu000,18,23.09999,77.29999,100.0,9
6284,Evit100,Cu000,18,23.09999,86.89996,108.0,10
6284,Evit100,Cu000,18,23.09999,90.0,126.0,11
6284,Evit100,Cu000,18,23.09999,96.39996,141.100006,12
6287,Evit000,Cu000,18,21.5,21.5,,1
6287,Evit000,Cu000,18,21.5,24.59999,5.0,2
6287,Evit000,Cu000,18,21.5,28.5,14.200001,3
6287,Evit000,Cu000,18,21.5,39.09998,27.800003,4
6287,Evit000,Cu000,18,21.5,45.29999,39.800003,5
6287,Evit000,Cu000,18,21.5,53.0,53.5,6
6287,Evit000,Cu000,18,21.5,59.59998,68.5,7
6287,Evit000,Cu000,18,21.5,69.5,87.400002,8
6287,Evit000,Cu000,18,21.5,75.19995,107.300003,9
6287,Evit000,Cu000,18,21.5,84.89996,127.0,10
6287,Evit000,Cu000,18,21.5,93.39996,146.599991,11
6287,Evit000,Cu000,18,21.5,99.29999,167.799992,12
6288,Evit200,Cu035,18,24.09999,24.09999,,1
6288,Evit200,Cu035,18,24.09999,28.09999,6.200001,2
6288,Evit200,Cu035,18,24.09999,32.5,15.900002,3
6288,Evit200,Cu035,18,24.09999,40.59998,30.800003,4
6288,Evit200,Cu035,18,24.09999,46.0,40.900002,5
6288,Evit200,Cu035,18,24.09999,53.79999,52.100002,6
6288,Evit200,Cu035,18,24.09999,61.19998,68.5,7
6288,Evit200,Cu035,18,24.09999,71.89996,85.400002,8
6288,Evit200,Cu035,18,24.09999,79.5,103.100002,9
6288,Evit200,Cu035,18,24.09999,87.39996,119.5,10
6288,Evit200,Cu035,18,24.09999,93.29999,141.0,11
6288,Evit200,Cu035,18,24.09999,101.59998,161.800003,12
6430,Evit100,Cu175,5,34.19998,34.19998,,1
6430,Evit100,Cu175,5,34.19998,42.09998,8.499996,2
6430,Evit100,Cu175,5,34.19998,50.09998,23.099998,3
6430,Evit100,Cu175,5,34.19998,57.59998,35.0,4
6430,Evit100,Cu175,5,34.19998,62.29999,54.299995,5
6430,Evit100,Cu175,5,34.19998,66.0,73.399996,6
6430,Evit100,Cu175,5,34.19998,76.09998,81.899996,7
6430,Evit100,Cu175,5,34.19998,81.5,96.099998,8
6430,Evit100,Cu175,5,34.19998,84.29999,114.299995,9
6430,Evit100,Cu175,5,34.19998,97.89996,133.799995,10
6430,Evit100,Cu175,5,34.19998,108.59998,163.799995,11
6430,Evit100,Cu175,5,34.19998,109.0,198.299995,12
6432,Evit100,Cu035,5,25.09999,25.09999,,1
6432,Evit100,Cu035,5,25.09999,23.2,4.0,2
6432,Evit100,Cu035,5,25.09999,28.89999,11.100006,3
6432,Evit100,Cu035,5,25.09999,36.79999,21.0,4
6432,Evit100,Cu035,5,25.09999,44.19998,31.0,5
6432,Evit100,Cu035,5,25.09999,52.79999,56.300003,6
6432,Evit100,Cu035,5,25.09999,62.19998,69.100006,7
6432,Evit100,Cu035,5,25.09999,69.39996,87.200001,8
6432,Evit100,Cu035,5,25.09999,78.09998,106.300003,9
6432,Evit100,Cu035,5,25.09999,88.79999,129.5,10
6432,Evit100,Cu035,5,25.09999,102.39996,159.5,11
6432,Evit100,Cu035,5,25.09999,106.79999,197.400002,12
6433,Evit100,Cu000,5,32.19998,32.19998,,1
6433,Evit100,Cu000,5,32.19998,36.39999,6.900002,2
6433,Evit100,Cu000,5,32.19998,41.79999,14.300003,3
6433,Evit100,Cu000,5,32.19998,48.19998,26.400002,4
6433,Evit100,Cu000,5,32.19998,55.89999,41.800003,5
6433,Evit100,Cu000,5,32.19998,60.09998,58.6,6
6433,Evit100,Cu000,5,32.19998,68.5,71.400002,7
6433,Evit100,Cu000,5,32.19998,77.79999,88.900002,8
6433,Evit100,Cu000,5,32.19998,86.39996,108.100002,9
6433,Evit100,Cu000,5,32.19998,96.69995,130.5,10
6433,Evit100,Cu000,5,32.19998,111.09998,163.0,11
6433,Evit100,Cu000,5,32.19998,115.39996,184.5,12
6909,Evit200,Cu035,13,24.7,24.7,,1
6909,Evit200,Cu035,13,24.7,28.89999,5.900002,2
6909,Evit200,Cu035,13,24.7,34.59998,15.0,3
6909,Evit200,Cu035,13,24.7,42.19998,26.6,4
6909,Evit200,Cu035,13,24.7,48.19998,38.0,5
6909,Evit200,Cu035,13,24.7,54.39999,50.900002,6
6909,Evit200,Cu035,13,24.7,62.5,65.100002,7
6909,Evit200,Cu035,13,24.7,69.79999,80.0,8
6909,Evit200,Cu035,13,24.7,78.59998,100.5,9
6909,Evit200,Cu035,13,24.7,87.0,116.900002,10
6909,Evit200,Cu035,13,24.7,96.39996,137.900002,11
6909,Evit200,Cu035,13,24.7,103.19995,158.5,12
6910,Evit100,Cu000,13,24.2,24.2,,1
6910,Evit100,Cu000,13,24.2,29.2,6.200001,2
6910,Evit100,Cu000,13,24.2,36.19998,17.1,3
6910,Evit100,Cu000,13,24.2,43.09998,30.0,4
6910,Evit100,Cu000,13,24.2,49.19998,44.0,5
6910,Evit100,Cu000,13,24.2,57.0,56.900002,6
6910,Evit100,Cu000,13,24.2,63.0,70.0,7
6910,Evit100,Cu000,13,24.2,70.89996,85.100002,8
6910,Evit100,Cu000,13,24.2,80.0,102.300003,9
6910,Evit100,Cu000,13,24.2,87.19995,118.499996,10
6910,Evit100,Cu000,13,24.2,94.69995,135.599998,11
6910,Evit100,Cu000,13,24.2,100.59998,158.499996,12
6912,Evit200,Cu000,13,24.5,24.5,,1
6912,Evit200,Cu000,13,24.5,28.39999,7.1,2
6912,Evit200,Cu000,13,24.5,35.0,17.300001,3
6912,Evit200,Cu000,13,24.5,41.89999,29.5,4
6912,Evit200,Cu000,13,24.5,49.0,40.900002,5
6912,Evit200,Cu000,13,24.5,55.59998,54.200001,6
6912,Evit200,Cu000,13,24.5,64.09998,66.800003,7
6912,Evit200,Cu000,13,24.5,71.19995,84.5,8
6912,Evit200,Cu000,13,24.5,80.5,104.5,9
6912,Evit200,Cu000,13,24.5,90.19995,119.900002,10
6912,Evit200,Cu000,13,24.5,98.89996,143.0,11
6912,Evit200,Cu000,13,24.5,103.79999,164.5,12
8049,Evit000,Cu035,20,22.0,22.0,,1
8049,Evit000,Cu035,20,22.0,26.59999,9.5,2
8049,Evit000,Cu035,20,22.0,33.09998,19.900002,3
8049,Evit000,Cu035,20,22.0,38.39999,31.0,4
8049,Evit000,Cu035,20,22.0,46.59998,44.900002,5
8049,Evit000,Cu035,20,22.0,52.29999,63.800003,6
8049,Evit000,Cu035,20,22.0,61.5,78.0,7
8049,Evit000,Cu035,20,22.0,69.29999,96.0,8
8049,Evit000,Cu035,20,22.0,74.19995,116.0,9
8049,Evit000,Cu035,20,22.0,80.19995,137.6,10
8049,Evit000,Cu035,20,22.0,87.19995,162.100002,11
8049,Evit000,Cu035,20,22.0,94.79999,198.0,12
8050,Evit000,Cu175,20,26.79999,26.79999,,1
8050,Evit000,Cu175,20,26.79999,33.59998,10.900002,2
8050,Evit000,Cu175,20,26.79999,42.09998,25.100002,3
8050,Evit000,Cu175,20,26.79999,47.89999,38.0,4
8050,Evit000,Cu175,20,26.79999,56.19998,54.400002,5
8050,Evit000,Cu175,20,26.79999,63.39999,74.200001,6
8050,Evit000,Cu175,20,26.79999,71.79999,89.900002,7
8050,Evit000,Cu175,20,26.79999,80.0,111.0,8
8050,Evit000,Cu175,20,26.79999,87.59998,135.800003,9
8050,Evit000,Cu175,20,26.79999,94.89996,159.600006,10
8050,Evit000,Cu175,20,26.79999,101.0,188.200001,11
8050,Evit000,Cu175,20,26.79999,112.0,224.0,12
8051,Evit100,Cu035,20,30.59999,30.59999,,1
8051,Evit100,Cu035,20,30.59999,37.59998,11.200005,2
8051,Evit100,Cu035,20,30.59999,42.79999,21.0,3
8051,Evit100,Cu035,20,30.59999,47.39999,31.100006,4
8051,Evit100,Cu035,20,30.59999,56.59998,47.0,5
8051,Evit100,Cu035,20,30.59999,62.39999,65.0,6
8051,Evit100,Cu035,20,30.59999,71.79999,78.0,7
8051,Evit100,Cu035,20,30.59999,78.0,95.800003,8
8051,Evit100,Cu035,20,30.59999,86.79999,115.800003,9
8051,Evit100,Cu035,20,30.59999,94.19995,138.0,10
8051,Evit100,Cu035,20,30.59999,101.89996,166.5,11
8051,Evit100,Cu035,20,30.59999,112.5,196.900002,12
8053,Evit200,Cu175,20,21.89999,21.89999,,1
8053,Evit200,Cu175,20,21.89999,26.79999,9.6,2
8053,Evit200,Cu175,20,21.89999,34.69998,21.800003,3
8053,Evit200,Cu175,20,21.89999,41.29999,36.700001,4
8053,Evit200,Cu175,20,21.89999,48.69998,51.800003,5
8053,Evit200,Cu175,20,21.89999,57.89999,71.400002,6
8053,Evit200,Cu175,20,21.89999,65.39996,91.600006,7
8053,Evit200,Cu175,20,21.89999,71.29999,115.800003,8
8053,Evit200,Cu175,20,21.89999,80.59998,138.0,9
8053,Evit200,Cu175,20,21.89999,88.39996,163.0,10
8053,Evit200,Cu175,20,21.89999,96.29999,188.0,11
8053,Evit200,Cu175,20,21.89999,103.5,217.800001,12
8139,Evit000,Cu175,23,24.0,24.0,,1
8139,Evit000,Cu175,23,24.0,26.79999,6.0,2
8139,Evit000,Cu175,23,24.0,33.0,20.0,3
8139,Evit000,Cu175,23,24.0,39.09998,30.300003,4
8139,Evit000,Cu175,23,24.0,46.39999,45.100002,5
8139,Evit000,Cu175,23,24.0,54.0,61.400002,6
8139,Evit000,Cu175,23,24.0,61.59998,74.400002,7
8139,Evit000,Cu175,23,24.0,68.79999,91.800003,8
8139,Evit000,Cu175,23,24.0,72.19995,109.5,9
8139,Evit000,Cu175,23,24.0,77.19995,128.0,10
8139,Evit000,Cu175,23,24.0,83.79999,144.400002,11
8139,Evit000,Cu175,23,24.0,90.79999,160.300003,12
8141,Evit200,Cu035,23,24.2,24.2,,1
8141,Evit200,Cu035,23,24.2,25.39999,3.900002,2
8141,Evit200,Cu035,23,24.2,30.7,13.300003,3
8141,Evit200,Cu035,23,24.2,35.59998,24.600002,4
8141,Evit200,Cu035,23,24.2,42.79999,38.5,5
8141,Evit200,Cu035,23,24.2,49.5,53.0,6
8141,Evit200,Cu035,23,24.2,57.19998,67.6,7
8141,Evit200,Cu035,23,24.2,65.59998,83.0,8
8141,Evit200,Cu035,23,24.2,72.39996,99.0,9
8141,Evit200,Cu035,23,24.2,81.19995,116.0,10
8141,Evit200,Cu035,23,24.2,85.19995,135.400002,11
8141,Evit200,Cu035,23,24.2,90.19995,153.0,12
8142,Evit000,Cu035,23,25.2,25.2,,1
8142,Evit000,Cu035,23,25.2,29.79999,9.0,2
8142,Evit000,Cu035,23,25.2,35.69998,21.0,3
8142,Evit000,Cu035,23,25.2,42.0,31.300003,4
8142,Evit000,Cu035,23,25.2,50.0,44.0,5
8142,Evit000,Cu035,23,25.2,55.89999,57.800001,6
8142,Evit000,Cu035,23,25.2,63.5,73.100002,7
8142,Evit000,Cu035,23,25.2,70.0,89.5,8
8142,Evit000,Cu035,23,25.2,79.5,105.400002,9
8142,Evit000,Cu035,23,25.2,83.59998,122.200001,10
8142,Evit000,Cu035,23,25.2,89.39996,138.5,11
8142,Evit000,Cu035,23,25.2,98.5,156.400002,12
8144,Evit100,Cu035,23,23.5,23.5,,1
8144,Evit100,Cu035,23,23.5,25.89999,7.200001,2
8144,Evit100,Cu035,23,23.5,32.19998,19.5,3
8144,Evit100,Cu035,23,23.5,32.39999,25.800003,4
8144,Evit100,Cu035,23,23.5,29.79999,29.5,5
8144,Evit100,Cu035,23,23.5,32.79999,34.0,6
8144,Evit100,Cu035,23,23.5,41.0,50.0,7
8144,Evit100,Cu035,23,23.5,50.0,66.700001,8
8144,Evit100,Cu035,23,23.5,56.89999,80.700005,9
8144,Evit100,Cu035,23,23.5,64.79999,96.0,10
8144,Evit100,Cu035,23,23.5,72.09998,111.200005,11
8144,Evit100,Cu035,23,23.5,81.39996,131.400002,12
8191,Evit100,Cu035,21,26.59999,26.59999,,1
8191,Evit100,Cu035,21,26.59999,33.0,10.0,2
8191,Evit100,Cu035,21,26.59999,38.19998,20.0,3
8191,Evit100,Cu035,21,26.59999,46.39999,30.0,4
8191,Evit100,Cu035,21,26.59999,53.19998,40.0,5
8191,Evit100,Cu035,21,26.59999,59.59998,60.0,6
8191,Evit100,Cu035,21,26.59999,66.19995,82.100002,7
8191,Evit100,Cu035,21,26.59999,72.59998,99.5,8
8191,Evit100,Cu035,21,26.59999,80.09998,120.0,9
8191,Evit100,Cu035,21,26.59999,89.0,139.0,10
8191,Evit100,Cu035,21,26.59999,97.69995,162.800003,11
8191,Evit100,Cu035,21,26.59999,103.0,185.800003,12
8192,Evit000,Cu175,21,35.39999,35.39999,,1
8192,Evit000,Cu175,21,35.39999,42.29999,15.100002,2
8192,Evit000,Cu175,21,35.39999,49.5,29.800003,3
8192,Evit000,Cu175,21,35.39999,58.69998,48.5,4
8192,Evit000,Cu175,21,35.39999,66.59998,70.0,5
8192,Evit000,Cu175,21,35.39999,71.39996,87.300001,6
8192,Evit000,Cu175,21,35.39999,78.79999,104.200001,7
8192,Evit000,Cu175,21,35.39999,85.5,125.5,8
8192,Evit000,Cu175,21,35.39999,91.29999,144.900002,9
8192,Evit000,Cu175,21,35.39999,97.79999,165.0,10
8192,Evit000,Cu175,21,35.39999,108.0,197.0,11
8192,Evit000,Cu175,21,35.39999,113.0,220.0,12
8193,Evit200,Cu035,21,29.29999,29.29999,,1
8193,Evit200,Cu035,21,29.29999,34.0,10.5,2
8193,Evit200,Cu035,21,29.29999,39.0,20.200005,3
8193,Evit200,Cu035,21,29.29999,45.39999,34.800003,4
8193,Evit200,Cu035,21,29.29999,51.79999,51.0,5
8193,Evit200,Cu035,21,29.29999,58.79999,70.0,6
8193,Evit200,Cu035,21,29.29999,62.59998,86.200001,7
8193,Evit200,Cu035,21,29.29999,71.59998,103.0,8
8193,Evit200,Cu035,21,29.29999,76.69995,111.0,9
8193,Evit200,Cu035,21,29.29999,81.69995,132.0,10
8193,Evit200,Cu035,21,29.29999,86.39996,157.800001,11
8193,Evit200,Cu035,21,29.29999,92.09998,178.0,12
8195,Evit200,Cu000,21,25.29999,25.29999,,1
8195,Evit200,Cu000,21,25.29999,31.59999,9.600006,2
8195,Evit200,Cu000,21,25.29999,34.0,19.600006,3
8195,Evit200,Cu000,21,25.29999,35.19998,28.0,4
8195,Evit200,Cu000,21,25.29999,37.29999,41.0,5
8195,Evit200,Cu000,21,25.29999,40.79999,57.400002,6
8195,Evit200,Cu000,21,25.29999,47.69998,69.0,7
8195,Evit200,Cu000,21,25.29999,57.0,86.300001,8
8195,Evit200,Cu000,21,25.29999,64.59998,102.200001,9
8195,Evit200,Cu000,21,25.29999,71.19995,118.5,10
8195,Evit200,Cu000,21,25.29999,80.5,140.5,11
8195,Evit200,Cu000,21,25.29999,85.89996,157.8,12
8269,Evit200,Cu175,22,22.09999,22.09999,,1
8269,Evit200,Cu175,22,22.09999,26.29999,6.0,2
8269,Evit200,Cu175,22,22.09999,33.29999,16.800001,3
8269,Evit200,Cu175,22,22.09999,38.0,27.400002,4
8269,Evit200,Cu175,22,22.09999,39.59998,36.200001,5
8269,Evit200,Cu175,22,22.09999,41.39999,43.300003,6
8269,Evit200,Cu175,22,22.09999,46.29999,54.0,7
8269,Evit200,Cu175,22,22.09999,52.39999,70.0,8
8269,Evit200,Cu175,22,22.09999,59.39999,90.0,9
8269,Evit200,Cu175,22,22.09999,66.69995,112.5,10
8269,Evit200,Cu175,22,22.09999,73.89996,128.0,11
8269,Evit200,Cu175,22,22.09999,76.79999,141.5,12
8270,Evit000,Cu175,22,23.7,23.7,,1
8270,Evit000,Cu175,22,23.7,28.79999,7.6,2
8270,Evit000,Cu175,22,23.7,35.09998,18.5,3
8270,Evit000,Cu175,22,23.7,43.0,33.200001,4
8270,Evit000,Cu175,22,23.7,49.09998,44.900002,5
8270,Evit000,Cu175,22,23.7,58.79999,60.0,6
8270,Evit000,Cu175,22,23.7,65.39996,75.800003,7
8270,Evit000,Cu175,22,23.7,68.5,91.0,8
8270,Evit000,Cu175,22,23.7,79.0,108.5,9
8270,Evit000,Cu175,22,23.7,90.69995,133.200001,10
8270,Evit000,Cu175,22,23.7,98.0,151.200005,11
8270,Evit000,Cu175,22,23.7,104.0,167.800001,12
8271,Evit100,Cu000,22,24.0,24.0,,1
8271,Evit100,Cu000,22,24.0,28.89999,8.5,2
8271,Evit100,Cu000,22,24.0,35.79999,19.5,3
8271,Evit100,Cu000,22,24.0,44.0,30.0,4
8271,Evit100,Cu000,22,24.0,47.5,43.200001,5
8271,Evit100,Cu000,22,24.0,56.39999,56.6,6
8271,Evit100,Cu000,22,24.0,63.69998,72.0,7
8271,Evit100,Cu000,22,24.0,70.29999,89.5,8
8271,Evit100,Cu000,22,24.0,78.0,108.0,9
8271,Evit100,Cu000,22,24.0,89.19995,127.5,10
8271,Evit100,Cu000,22,24.0,96.29999,144.400002,11
8271,Evit100,Cu000,22,24.0,99.79999,158.1,12
8273,Evit000,Cu035,22,25.0,25.0,,1
8273,Evit000,Cu035,22,25.0,30.09999,8.0,2
8273,Evit000,Cu035,22,25.0,37.09998,20.0,3
8273,Evit000,Cu035,22,25.0,46.0,33.800003,4
8273,Evit000,Cu035,22,25.0,53.59998,48.5,5
8273,Evit000,Cu035,22,25.0,61.09998,67.0,6
8273,Evit000,Cu035,22,25.0,69.0,83.0,7
8273,Evit000,Cu035,22,25.0,78.19995,102.0,8
8273,Evit000,Cu035,22,25.0,87.09998,119.0,9
8273,Evit000,Cu035,22,25.0,94.39996,145.5,10
8273,Evit000,Cu035,22,25.0,102.5,163.400002,11
8273,Evit000,Cu035,22,25.0,107.5,183.800001,12
8437,Evit100,Cu035,24,27.0,27.0,,1
8437,Evit100,Cu035,24,27.0,30.0,6.800003,2
8437,Evit100,Cu035,24,27.0,35.39999,16.400002,3
8437,Evit100,Cu035,24,27.0,41.0,28.300001,4
8437,Evit100,Cu035,24,27.0,48.59998,41.0,5
8437,Evit100,Cu035,24,27.0,56.39999,54.900002,6
8437,Evit100,Cu035,24,27.0,63.0,70.5,7
8437,Evit100,Cu035,24,27.0,75.5,88.5,8
8437,Evit100,Cu035,24,27.0,77.79999,103.300003,9
8437,Evit100,Cu035,24,27.0,85.79999,119.5,10
8437,Evit100,Cu035,24,27.0,95.0,124.5,11
8437,Evit100,Cu035,24,27.0,101.39996,143.7,12
8439,Evit200,Cu175,24,27.29999,27.29999,,1
8439,Evit200,Cu175,24,27.29999,31.2,8.8,2
8439,Evit200,Cu175,24,27.29999,37.0,20.0,3
8439,Evit200,Cu175,24,27.29999,43.89999,33.200001,4
8439,Evit200,Cu175,24,27.29999,49.79999,44.800003,5
8439,Evit200,Cu175,24,27.29999,57.19998,58.0,6
8439,Evit200,Cu175,24,27.29999,65.19995,74.600002,7
8439,Evit200,Cu175,24,27.29999,73.19995,94.900002,8
8439,Evit200,Cu175,24,27.29999,78.79999,108.8,9
8439,Evit200,Cu175,24,27.29999,87.39996,128.0,10
8439,Evit200,Cu175,24,27.29999,95.0,149.0,11
8439,Evit200,Cu175,24,27.29999,100.5,158.600006,12
8442,Evit000,Cu175,24,25.7,25.7,,1
8442,Evit000,Cu175,24,25.7,28.7,6.6,2
8442,Evit000,Cu175,24,25.7,33.39999,15.800003,3
8442,Evit000,Cu175,24,25.7,40.0,27.0,4
8442,Evit000,Cu175,24,25.7,46.69998,40.0,5
8442,Evit000,Cu175,24,25.7,56.59998,52.0,6
8442,Evit000,Cu175,24,25.7,65.19995,66.0,7
8442,Evit000,Cu175,24,25.7,73.19995,83.800003,8
8442,Evit000,Cu175,24,25.7,81.69995,99.800003,9
8442,Evit000,Cu175,24,25.7,90.29999,115.200001,10
8442,Evit000,Cu175,24,25.7,96.0,133.200001,11
8442,Evit000,Cu175,24,25.7,103.5,151.400002,12
